,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
FAOXC2452253x_pos,877.0,0.009323105016798497,0.5017291387364073,0.06136902663596442,FAOXC2452253x,Beta oxidation of long chain fatty acid,"1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * Coenzyme A [x] + 1.00 * O2 [x] + 1.00 * Water [x] + 1.00 * tetracosapentaenoyl coenzyme A, n-3 [x] --> 1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide - reduced [x] + 1.00 * Acetyl-CoA [x] + 1.00 * Hydrogen peroxide [x] + 1.00 * clupanodonyl CoA [x]
ACAA1B; ACOX1; EHHADH; HSD17B4",ACAA1B; ACOX1; EHHADH; HSD17B4,Fatty acid oxidation,4.2.1.74,4.0
FAOXC2452256x_pos,876.0,0.009634081464950529,0.503830846985795,0.06136902663596442,FAOXC2452256x,Beta oxidation of long chain fatty acid,"1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * Coenzyme A [x] + 1.00 * O2 [x] + 1.00 * Water [x] + 1.00 * tetracosapentaenoyl coenzyme A, n-6 [x] --> 1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide - reduced [x] + 1.00 * Acetyl-CoA [x] + 1.00 * Hydrogen peroxide [x] + 1.00 * docosa-4,7,10,13,16-pentaenoyl coenzyme A [x]
ACAA1B; ACOX1; EHHADH; HSD17B4",ACAA1B; ACOX1; EHHADH; HSD17B4,Fatty acid oxidation,4.2.1.74,4.0
FAOXC246226x_pos,874.0,0.010283908022929474,0.4685413411130027,0.06286748262847905,FAOXC246226x,Beta oxidation of long chain fatty acid,"1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * Coenzyme A [x] + 1.00 * O2 [x] + 1.00 * Water [x] + 1.00 * tetracosahexaenoyl coenzyme A [x] --> 1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide - reduced [x] + 1.00 * Acetyl-CoA [x] + 1.00 * Hydrogen peroxide [x] + 1.00 * cervonyl coenzyme A [x]
ACAA1B; ACOX1; EHHADH; HSD17B4",ACAA1B; ACOX1; EHHADH; HSD17B4,Fatty acid oxidation,4.2.1.74,4.0
FAOXC260240x_pos,878.0,0.009021116030539742,0.48466341014223824,0.06109118472495048,FAOXC260240x,Beta oxidation of long chain fatty acid,"1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * Coenzyme A [x] + 1.00 * O2 [x] + 1.00 * Water [x] + 1.00 * Hexacosanoyl-CoA (n-C26:0CoA) [x] --> 1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide - reduced [x] + 1.00 * Acetyl-CoA [x] + 1.00 * Hydrogen peroxide [x] + 1.00 * lignocericyl coenzyme A [x]
ACAA1B; ACOX1; EHHADH; HSD17B4",ACAA1B; ACOX1; EHHADH; HSD17B4,Fatty acid oxidation,4.2.1.74,4.0
FAOXC80_pos,736.0,0.31271858040486367,0.030320620018582756,0.4351822663853884,FAOXC80,Beta oxidation of med/long chain fatty acid,"3.00 * Water [m] + 3.00 * Coenzyme A [m] + 3.00 * Nicotinamide adenine dinucleotide [m] + 3.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Octanoyl-CoA (n-C8:0CoA) [m] --> 3.00 * proton [m] + 3.00 * Nicotinamide adenine dinucleotide - reduced [m] + 4.00 * Acetyl-CoA [m] + 3.00 * Flavin adenine dinucleotide reduced [m]
ACADM; ACADS",ACADM; ACADS,Fatty acid oxidation,1.3.99.3,4.0
FAS100COA_pos,713.0,0.4531940468487804,0.026436943253762602,0.5525416224173096,FAS100COA,fatty acyl-CoA synthase (n-C10:0CoA),"3.00 * proton [c] + 2.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * Malonyl-CoA [c] + 1.00 * Octanoyl-CoA (n-C8:0CoA) [c] --> 1.00 * Water [c] + 2.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * carbon dioxide [c] + 1.00 * Coenzyme A [c] + 1.00 * Decanoyl-CoA (n-C10:0CoA) [c]
ELOVL2; ELOVL5; ELOVL6; FASN",ELOVL2; ELOVL5; ELOVL6; FASN,Fatty acid synthesis,2.3.1.86,4.0
FAS120COA_pos,700.0,0.5461997330707662,0.00942049342322023,0.6364863151956949,FAS120COA,fatty-acyl-CoA synthase (n-C12:0CoA),"3.00 * proton [c] + 2.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * Malonyl-CoA [c] + 1.00 * Decanoyl-CoA (n-C10:0CoA) [c] --> 1.00 * Water [c] + 2.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * carbon dioxide [c] + 1.00 * Coenzyme A [c] + 1.00 * Dodecanoyl-CoA (n-C12:0CoA) [c]
ELOVL2; ELOVL5; ELOVL6; FASN",ELOVL2; ELOVL5; ELOVL6; FASN,Fatty acid synthesis,2.3.1.86,4.0
FAS140COA_pos,700.0,0.5461997330707662,0.01449650202415411,0.6364863151956949,FAS140COA,fatty-acyl-CoA synthase (n-C14:0CoA),"3.00 * proton [c] + 2.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * Malonyl-CoA [c] + 1.00 * Dodecanoyl-CoA (n-C12:0CoA) [c] --> 1.00 * Water [c] + 2.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * carbon dioxide [c] + 1.00 * Coenzyme A [c] + 1.00 * Tetradecanoyl-CoA (n-C14:0CoA) [c]
ELOVL2; ELOVL5; ELOVL6; FASN",ELOVL2; ELOVL5; ELOVL6; FASN,Fatty acid synthesis,2.3.1.86,4.0
FAS160COA_pos,741.0,0.28645411100010976,0.09422595537394288,0.4124207127970296,FAS160COA,fatty-acyl-CoA synthase (n-C16:0CoA),"3.00 * proton [c] + 2.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * Malonyl-CoA [c] + 1.00 * Tetradecanoyl-CoA (n-C14:0CoA) [c] --> 1.00 * Water [c] + 2.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * carbon dioxide [c] + 1.00 * Coenzyme A [c] + 1.00 * Palmitoyl-CoA (n-C16:0CoA) [c]
ELOVL2; ELOVL5; ELOVL6; FASN",ELOVL2; ELOVL5; ELOVL6; FASN,Fatty acid synthesis,2.3.1.86,4.0
FAS180COA_pos,718.0,0.41995502950651176,0.13659832910456496,0.5265552797054978,FAS180COA,fatty-acyl-CoA synthase (n-C18:0CoA),"3.00 * proton [c] + 2.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * Malonyl-CoA [c] + 1.00 * Palmitoyl-CoA (n-C16:0CoA) [c] --> 1.00 * Water [c] + 2.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * carbon dioxide [c] + 1.00 * Coenzyme A [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c]
ELOVL2; ELOVL5; ELOVL6; FASN",ELOVL2; ELOVL5; ELOVL6; FASN,Fatty acid synthesis,2.3.1.86,4.0
FAS80COA_L_pos,732.0,0.33483779989018536,0.08075057406984333,0.45653349098317575,FAS80COA_L,"fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction","9.00 * proton [c] + 6.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * Acetyl-CoA [c] + 3.00 * Malonyl-CoA [c] --> 3.00 * Water [c] + 6.00 * Nicotinamide adenine dinucleotide phosphate [c] + 3.00 * carbon dioxide [c] + 3.00 * Coenzyme A [c] + 1.00 * Octanoyl-CoA (n-C8:0CoA) [c]
FASN",FASN,Fatty acid synthesis,2.3.1.86,4.0
FBA4_pos,803.0,0.07751762233119476,0.3189150212920855,0.19521297184368314,FBA4,D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,"1.00 * D-Xylulose 1-phosphate [c] --> 1.00 * Dihydroxyacetone phosphate [c] + 1.00 * glycolaldehyde [c]
ALDOART2; ALDOB; ALDOC",ALDOART2; ALDOB; ALDOC,Glyoxylate and dicarboxylate metabolism,4.1.2.13,4.0
FBA5_pos,842.0,0.02744123351378389,0.4999332262002053,0.1152496536070551,FBA5,D-Tagatose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,"1.00 * D-Tagatose 1-phosphate [c] --> 1.00 * Dihydroxyacetone phosphate [c] + 1.00 * D-Glyceraldehyde [c]
ALDOB",ALDOB,Galactose metabolism,4.1.2.13,4.0
FBA_neg,907.0,0.0032994888538593523,0.6276916616923177,0.02863500618854033,FBA,fructose-bisphosphate aldolase,"1.00 * D-Fructose 1,6-bisphosphate [c] --> 1.00 * Dihydroxyacetone phosphate [c] + 1.00 * Glyceraldehyde 3-phosphate [c]
ALDOART2; ALDOB; ALDOC",ALDOART2; ALDOB; ALDOC,Glycolysis/gluconeogenesis,4.1.2.13,0.0
FBA_pos,1138.0,2.9567686197863862e-08,1.2912579314234898,9.813159747610342e-06,FBA,fructose-bisphosphate aldolase,"1.00 * D-Fructose 1,6-bisphosphate [c] --> 1.00 * Dihydroxyacetone phosphate [c] + 1.00 * Glyceraldehyde 3-phosphate [c]
ALDOART2; ALDOB; ALDOC",ALDOART2; ALDOB; ALDOC,Glycolysis/gluconeogenesis,4.1.2.13,0.0
FBP26_pos,886.0,0.00690294404223048,0.5480534197221052,0.05017879790431167,FBP26,"Fructose-2,6-bisphosphate 2-phosphatase","1.00 * Water [c] + 1.00 * beta-D-fructofuranose 2,6-bisphosphate(4-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * D-Fructose 6-phosphate [c]
FBP1; FBP2; PFKFB1; PFKFB2; PFKFB3; PFKFB4",FBP1; FBP2; PFKFB1; PFKFB2; PFKFB3; PFKFB4,Fructose and mannose metabolism,3.1.3.46,0.0
FBP_pos,874.0,0.010283908022929474,0.4135973676097759,0.06286748262847905,FBP,fructose-bisphosphatase,"1.00 * Water [c] + 1.00 * D-Fructose 1,6-bisphosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * D-Fructose 6-phosphate [c]
FBP1; FBP2",FBP1; FBP2,Glycolysis/gluconeogenesis,3.1.3.11,0.0
FKYNH_pos,1018.0,2.7844804353689967e-05,0.9217402540420783,0.0006362440435362376,FKYNH,N-Formyl-L-kynurenine amidohydrolase,"1.00 * Water [c] + 1.00 * N-formyl-L-kynurenine [c] --> 1.00 * proton [c] + 1.00 * Formate [c] + 1.00 * L-kynurenine [c]
AFMID",AFMID,Tryptophan metabolism,3.5.1.9,4.0
FK_pos,813.0,0.06037135393230837,0.23763721053762527,0.17542987461116472,FK,Fucokinase,"1.00 * ATP [c] + 1.00 * L-fucose [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * L-Fucose 1-phosphate [c]
FUK",FUK,Fructose and mannose metabolism,2.7.1.52,0.0
FPGS2_pos,845.0,0.025154455765000826,0.5247862733121605,0.10864796326786542,FPGS2,folylpolyglutamate synthetase,"1.00 * ATP [c] + 1.00 * L-glutamate(1-) [c] + 1.00 * pentaglutamyl folate (THF) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * hexaglutamyl folate  (THF) [c]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS2m_pos,758.0,0.20850473286383864,0.19876043710010133,0.34081501482370824,FPGS2m,"folylpolyglutamate synthetase, mitochondrial","1.00 * L-glutamate(1-) [m] + 1.00 * pentaglutamyl folate (THF) [m] + 1.00 * ATP [m] --> 1.00 * proton [m] + 1.00 * hexaglutamyl folate  (THF) [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS3_pos,840.0,0.02906351861476144,0.5234839197671729,0.12020892034649747,FPGS3,folylpolyglutamate synthetase,"1.00 * ATP [c] + 1.00 * L-glutamate(1-) [c] + 1.00 * hexaglutamyl folate  (THF) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * heptaglutamyl folate (THF) [c]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS3m_pos,757.0,0.21261466012820074,0.22061468046980662,0.3449445888624111,FPGS3m,"folylpolyglutamate synthetase, mitochondrial","1.00 * L-glutamate(1-) [m] + 1.00 * hexaglutamyl folate  (THF) [m] + 1.00 * ATP [m] --> 1.00 * proton [m] + 1.00 * heptaglutamyl folate (THF) [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS4_pos,845.0,0.025154455765000826,0.5237583117073854,0.10864796326786542,FPGS4,folylpolyglutamate synthetase (DHF),"1.00 * ATP [c] + 4.00 * L-glutamate(1-) [c] + 1.00 * 7,8-Dihydrofolate [c] --> 3.00 * Water [c] + 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * pentaglutamyl folate (DHF) [c]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS4m_pos,758.0,0.20850473286383864,0.19857745687525036,0.34081501482370824,FPGS4m,"folylpolyglutamate synthetase (DHF), mitochondrial","4.00 * L-glutamate(1-) [m] + 1.00 * ATP [m] + 1.00 * 7,8-Dihydrofolate [m] --> 1.00 * proton [m] + 3.00 * Water [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m] + 1.00 * pentaglutamyl folate (DHF) [m]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS5_pos,845.0,0.025154455765000826,0.5247862733121604,0.10864796326786542,FPGS5,folylpolyglutamate  synthetase (DHF),"1.00 * ATP [c] + 1.00 * L-glutamate(1-) [c] + 1.00 * pentaglutamyl folate (DHF) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * hexaglutamyl folate (DHF) [c]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS5m_pos,758.0,0.20850473286383864,0.19857745687525036,0.34081501482370824,FPGS5m,"folylpolyglutamate  synthetase (DHF), mitochondrial","1.00 * L-glutamate(1-) [m] + 1.00 * ATP [m] + 1.00 * pentaglutamyl folate (DHF) [m] --> 1.00 * proton [m] + 1.00 * hexaglutamyl folate (DHF) [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS6_pos,840.0,0.02906351861476144,0.5234839197671723,0.12020892034649747,FPGS6,folylpolyglutamate synthetase (DHF),"1.00 * ATP [c] + 1.00 * L-glutamate(1-) [c] + 1.00 * hexaglutamyl folate (DHF) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * heptaglutamyl folate (DHF) [c]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS6m_pos,757.0,0.21261466012820074,0.22046567594832378,0.3449445888624111,FPGS6m,"folylpolyglutamate synthetase (DHF), mitochondrial","1.00 * L-glutamate(1-) [m] + 1.00 * hexaglutamyl folate (DHF) [m] + 1.00 * ATP [m] --> 1.00 * proton [m] + 1.00 * heptaglutamyl folate (DHF) [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS7_pos,845.0,0.025154455765000826,0.5237583117073579,0.10864796326786542,FPGS7,folylpolyglutamate synthetase (10fthf),"1.00 * 10-Formyltetrahydrofolate [c] + 1.00 * ATP [c] + 4.00 * L-glutamate(1-) [c] --> 1.00 * 10-formyltetrahydrofolate-[Glu](5) [c] + 3.00 * Water [c] + 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS7m_pos,749.0,0.24761151356061917,0.15068239592241298,0.37500376387454143,FPGS7m,"folylpolyglutamate synthetase (10fthf), mitochondrial","1.00 * 10-Formyltetrahydrofolate [m] + 4.00 * L-glutamate(1-) [m] + 1.00 * ATP [m] --> 1.00 * 10-formyltetrahydrofolate-[Glu](5) [m] + 1.00 * proton [m] + 3.00 * Water [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS8_pos,845.0,0.025154455765000826,0.5247862733121509,0.10864796326786542,FPGS8,folylpolyglutamate synthetase (10fthf),"1.00 * 10-formyltetrahydrofolate-[Glu](5) [c] + 1.00 * ATP [c] + 1.00 * L-glutamate(1-) [c] --> 1.00 * 10-formyltetrahydrofolate-[Glu](6) [c] + 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS8m_pos,758.0,0.20850473286383864,0.19857745687525724,0.34081501482370824,FPGS8m,"folylpolyglutamate synthetase (10fthf), mitochondrial","1.00 * 10-formyltetrahydrofolate-[Glu](5) [m] + 1.00 * L-glutamate(1-) [m] + 1.00 * ATP [m] --> 1.00 * 10-formyltetrahydrofolate-[Glu](6) [m] + 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS9_pos,840.0,0.02906351861476144,0.5234839197671719,0.12020892034649747,FPGS9,folylpolyglutamate synthetase (10fthf),"1.00 * 10-formyltetrahydrofolate-[Glu](6) [c] + 1.00 * ATP [c] + 1.00 * L-glutamate(1-) [c] --> 1.00 * 10-formyltetrahydrofolate-[Glu](7) [c] + 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS9m_pos,757.0,0.21261466012820074,0.22046567594832348,0.3449445888624111,FPGS9m,"folylpolyglutamate synthetase (10fthf), mitochondrial","1.00 * 10-formyltetrahydrofolate-[Glu](6) [m] + 1.00 * L-glutamate(1-) [m] + 1.00 * ATP [m] --> 1.00 * 10-formyltetrahydrofolate-[Glu](7) [m] + 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS_pos,845.0,0.025154455765000826,0.523758311707357,0.10864796326786542,FPGS,folylpolyglutamate synthetase,"1.00 * ATP [c] + 4.00 * L-glutamate(1-) [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c] --> 3.00 * Water [c] + 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * pentaglutamyl folate (THF) [c]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGSm_pos,749.0,0.24761151356061917,0.15088645936498735,0.37500376387454143,FPGSm,"folylpolyglutamate synthetase, mitochondrial","4.00 * L-glutamate(1-) [m] + 1.00 * ATP [m] + 1.00 * 5,6,7,8-Tetrahydrofolate [m] --> 1.00 * proton [m] + 3.00 * Water [m] + 1.00 * pentaglutamyl folate (THF) [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FTCD_pos,777.0,0.14102029380658648,0.3509207514775473,0.2705718203247336,FTCD,formimidoyltransferase cyclodeaminase,"2.00 * proton [c] + 1.00 * 5-Formiminotetrahydrofolate [c] --> 1.00 * Ammonium [c] + 1.00 * 5,10-Methenyltetrahydrofolate [c]
FTCD",FTCD,Folate metabolism,4.3.1.4,4.0
FTHFCL_pos,740.0,0.2915841050256357,0.2550038777302716,0.41559479309542624,FTHFCL,5-formethyltetrahydrofolate cyclo-ligase,"1.00 * ATP [c] + 1.00 * 5-formyltetrahydrofolate(2-) [c] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 5,10-Methenyltetrahydrofolate [c]
MTHFSL",MTHFSL,Folate metabolism,6.3.3.2,4.0
FTHFDH_pos,665.0,0.8347022418006316,0.12932407535455326,0.8712312969441187,FTHFDH,formyltetrahydrofolate dehydrogenase,"1.00 * 10-Formyltetrahydrofolate [c] + 1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * carbon dioxide [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c]
ALDH1L1; ALDH1L2",ALDH1L1; ALDH1L2,Folate metabolism,1.5.1.6,4.0
FTHFLm_pos,731.0,0.3405214216895964,0.1807065628368792,0.462545726614324,FTHFLm,"formate-tetrahydrofolate ligase, mitochondrial","1.00 * ATP [m] + 1.00 * Formate [m] + 1.00 * 5,6,7,8-Tetrahydrofolate [m] --> 1.00 * 10-Formyltetrahydrofolate [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
MTHFD1; MTHFD1L",MTHFD1; MTHFD1L,Folate metabolism,6.3.4.3,4.0
FUCASE2e_pos,866.0,0.013290215272678459,0.369332272656792,0.07353076429907596,FUCASE2e,"alpha-fucosidase, extracellular","1.00 * Water [e] + 1.00 * keratan sulfate I [e] --> 1.00 * L-fucose [e] + 1.00 * keratan sulfate I, degradation product 1 [e]
FUCA2",FUCA2,Keratan sulfate degradation,3.2.1.51,4.0
FUCASE2ly_pos,875.0,0.009954272109276555,0.3392812775560031,0.06136902663596442,FUCASE2ly,"alpha-fucosidase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I [l] --> 1.00 * L-fucose [l] + 1.00 * keratan sulfate I, degradation product 1 [l]
FUCA1",FUCA1,Keratan sulfate degradation,3.2.1.51,4.0
FUCASEe_pos,825.0,0.044069596743488794,0.2560614544261601,0.15262046354992015,FUCASEe,"alpha-fucosidase, extracellular","1.00 * Water [e] + 1.00 * PA6 [e] --> 1.00 * L-fucose [e] + 1.00 * de-Fuc form of PA6 [e]
FUCA2",FUCA2,N-glycan degradation,3.2.1.51,0.0
FUCASEly_pos,814.0,0.05884475392945853,0.23641831401078375,0.17542987461116472,FUCASEly,"alpha-fucosidase, lysosomal","1.00 * Water [l] + 1.00 * PA6 [l] --> 1.00 * L-fucose [l] + 1.00 * de-Fuc form of PA6 [l]
FUCA1",FUCA1,N-glycan degradation,3.2.1.51,0.0
FUMAC_pos,782.0,0.12641307815337005,0.13852207053932133,0.2553661408755095,FUMAC,fumarylacetoacetase,"1.00 * Water [c] + 1.00 * 4-fumarylacetoacetate(2-) [c] --> 1.00 * proton [c] + 1.00 * acetoacetate [c] + 1.00 * Fumarate [c]
FAH",FAH,Tyrosine metabolism,3.7.1.2,4.0
FUM_neg,559.0,0.32921567064347534,-0.30836774285882085,0.45122156200820285,FUM,fumarase,"1.00 * Water [c] + 1.00 * Fumarate [c] --> 1.00 * (S)-malate(2-) [c]
FH1",FH1,Other,4.2.1.2,0.0
FUM_pos,559.0,0.32921567064347534,-0.30836774285882085,0.45122156200820285,FUM,fumarase,"1.00 * Water [c] + 1.00 * Fumarate [c] --> 1.00 * (S)-malate(2-) [c]
FH1",FH1,Other,4.2.1.2,0.0
FUMm_neg,559.0,0.32921567064347534,-0.30836774285882085,0.45122156200820285,FUMm,"fumarase, mitochondrial","1.00 * Water [m] + 1.00 * Fumarate [m] --> 1.00 * (S)-malate(2-) [m]
FH1",FH1,Citric acid cycle,4.2.1.2,0.0
FUMm_pos,559.0,0.32921567064347534,-0.3083677428588208,0.45122156200820285,FUMm,"fumarase, mitochondrial","1.00 * Water [m] + 1.00 * Fumarate [m] --> 1.00 * (S)-malate(2-) [m]
FH1",FH1,Citric acid cycle,4.2.1.2,0.0
FUT11g_pos,789.0,0.10797570822407274,0.29318067168155115,0.23241806760352943,FUT11g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * galactosylgloboside [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * fucosyl galactosylgloboside [g]
FUT1",FUT1,Sphingolipid metabolism,2.4.1.69,4.0
FUT12g_pos,790.0,0.10552508948559527,0.28887931072400747,0.23125635807792258,FUT12g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * Lc4Cer [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * Type IH glycolipid [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT14g_pos,789.0,0.10797570822407274,0.2864813627033239,0.23241806760352943,FUT14g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * Lactoneotetraosylceramide [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * Type IIH glycolipid [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT15g_pos,799.0,0.08540412809608425,0.29741929089522207,0.20786442350387732,FUT15g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * (Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * Type IIIH glycolipid [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT16g_pos,807.0,0.07023479225441838,0.28821000518511014,0.185074341686542,FUT16g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * i-antigen [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * VI2Fuc-nLc6 [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT17g_pos,808.0,0.06850459077474333,0.30151551576202684,0.18407791970104753,FUT17g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * (Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * (Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT18g_pos,809.0,0.06680957823883144,0.29309284434612515,0.18206863794443845,FUT18g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * I-antigen [g] + 2.00 * GDP-L-fucose(2-) [g] --> 2.00 * proton [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 [g] + 2.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT31g_pos,791.0,0.10311880714112251,0.2898750963630932,0.2293673943727827,FUT31g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * Lc4Cer [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * Lea glycolipid [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
FUT32g_pos,798.0,0.08747390750763288,0.2641775727859512,0.21086019386292176,FUT32g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * GDP-L-fucose(2-) [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)1 (Cer)1 [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
